Node_ID	9301253	cp_level	cp_r_citing_zero	cp_r_citing_nonzero	tr_citing	cp_r_cited_zero	cp_r_cited_nonzero	tr_cited	cp_level_bdid-cit_hepph_cpm_0	cp_r_citing_zero_bdid-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid-cit_hepph_cpm_0	tr_citing_bdid-cit_hepph_cpm_0	cp_r_cited_zero_bdid-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid-cit_hepph_cpm_0	tr_cited_bdid-cit_hepph_cpm_0	11	network_degree	network_indegree	network_outdegree	cluster_degree	cluster_indegree	cluster_outdegree	cp_level_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_citing_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_cited_bdid_clustered-cit_hepph_cpm_0	cp_level_bdid-cit_hepph_cpm_0	cp_r_citing_zero_bdid-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid-cit_hepph_cpm_0	tr_citing_bdid-cit_hepph_cpm_0	cp_r_cited_zero_bdid-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid-cit_hepph_cpm_0	tr_cited_bdid-cit_hepph_cpm_0	100	network_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cp_level_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_citing_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_zero_bdid_clustered-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid_clustered-cit_hepph_cpm_0	tr_cited_bdid_clustered-cit_hepph_cpm_0	cp_level_bdid-cit_hepph_cpm_0	cp_r_citing_zero_bdid-cit_hepph_cpm_0	cp_r_citing_nonzero_bdid-cit_hepph_cpm_0	tr_citing_bdid-cit_hepph_cpm_0	cp_r_cited_zero_bdid-cit_hepph_cpm_0	cp_r_cited_nonzero_bdid-cit_hepph_cpm_0	tr_cited_bdid-cit_hepph_cpm_0	297	network_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	network_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_degree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_indegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cluster_outdegree_degstats-cit_hepph_cleaned-cit_hepph_cpm_0	cp_level_bdid_clustered-cit_hepph_modularity	cp_r_citing_zero_bdid_clustered-cit_hepph_modularity	cp_r_citing_nonzero_bdid_clustered-cit_hepph_modularity	tr_citing_bdid_clustered-cit_hepph_modularity	cp_r_cited_zero_bdid_clustered-cit_hepph_modularity	cp_r_cited_nonzero_bdid_clustered-cit_hepph_modularity	tr_cited_bdid_clustered-cit_hepph_modularity	cp_level_bdid-cit_hepph_modularity	cp_r_citing_zero_bdid-cit_hepph_modularity	cp_r_citing_nonzero_bdid-cit_hepph_modularity	tr_citing_bdid-cit_hepph_modularity	cp_r_cited_zero_bdid-cit_hepph_modularity	cp_r_cited_nonzero_bdid-cit_hepph_modularity	tr_cited_bdid-cit_hepph_modularity	6	network_degree_degstats-cit_hepph_cleaned-cit_hepph_modularity	network_indegree_degstats-cit_hepph_cleaned-cit_hepph_modularity	network_outdegree_degstats-cit_hepph_cleaned-cit_hepph_modularity	cluster_degree_degstats-cit_hepph_cleaned-cit_hepph_modularity	cluster_indegree_degstats-cit_hepph_cleaned-cit_hepph_modularity	cluster_outdegree_degstats-cit_hepph_cleaned-cit_hepph_modularity
9406254	9209220.0	7.0	3.0	4.0	4.0	0.0	7.0	21.0	8	4	4	4	0	8	24	0.0	23	8	15	21.0	7.0	14.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	8	4	4	4	0	8	24	75.0	23	8	15	8.0	1.0	7.0	1.0	1.0	0.0	0.0	0.0	1.0	3.0	8	4	4	4	0	8	24	294.0	23	8	15	6.0	1.0	5.0	6	3	3	3	0	6	20	8	4	4	4	0	8	24	4.0	23	8	15	20	6	14
9406255	9204222.0	27.0	16.0	11.0	20.0	9.0	18.0	25.0	28	16	12	21	9	19	26	4.0	33	28	5	31.0	27.0	4.0	15.0	9.0	6.0	13.0	2.0	13.0	13.0	28	16	12	21	9	19	26	47.0	33	28	5	16.0	15.0	1.0	5.0	3.0	2.0	2.0	5.0	0.0	0.0	28	16	12	21	9	19	26	704.0	33	28	5	6.0	5.0	1.0	28	16	12	21	9	19	26	28	16	12	21	9	19	26	1.0	33	28	5	32	28	4
9406256	9211309.0	28.0	5.0	23.0	43.0	21.0	7.0	14.0	42	10	32	73	31	11	19	0.0	46	42	4	31.0	28.0	3.0	17.0	6.0	11.0	22.0	10.0	7.0	12.0	42	10	32	73	31	11	19	10.0	46	42	4	20.0	17.0	3.0	9.0	2.0	7.0	16.0	9.0	0.0	0.0	42	10	32	73	31	11	19	667.0	46	42	4	9.0	9.0	0.0	30	7	23	53	23	7	12	42	10	32	73	31	11	19	4.0	46	42	4	33	30	3
9406257		10.0	5.0	5.0	5.0	10.0	0.0	0.0	11	5	6	6	11	0	0	12.0	11	11	0	10.0	10.0	0.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	11	5	6	6	11	0	0	35.0	11	11	0	4.0	4.0	0.0	3.0	3.0	0.0	0.0	3.0	0.0	0.0	11	5	6	6	11	0	0	740.0	11	11	0	3.0	3.0	0.0	10	5	5	5	10	0	0	11	5	6	6	11	0	0	0.0	11	11	0	10	10	0
9406258	9310210.0	34.0	4.0	30.0	184.0	4.0	30.0	30.0	37	4	33	202	7	30	31	12.0	39	37	2	35.0	34.0	1.0	34.0	3.0	31.0	189.0	5.0	29.0	29.0	37	4	33	202	7	30	31	71.0	39	37	2	35.0	34.0	1.0	30.0	1.0	29.0	181.0	5.0	25.0	25.0	37	4	33	202	7	30	31	65.0	39	37	2	31.0	30.0	1.0	37	4	33	202	7	30	31	37	4	33	202	7	30	31	0.0	39	37	2	39	37	2
9406259	9812448.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	13.0	1	0	1	1.0	0.0	1.0								0	0	0	0	0	0	0	1353.0	1	0	1											0	0	0	0	0	0	0	4323.0	1	0	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0	1	0	1	1	0	1
9406260	9210281.0	8.0	7.0	1.0	1.0	8.0	0.0	0.0	8	7	1	1	8	0	0	13.0	9	8	1	8.0	8.0	0.0	8.0	7.0	1.0	1.0	8.0	0.0	0.0	8	7	1	1	8	0	0	9.0	9	8	1	8.0	8.0	0.0	8.0	7.0	1.0	1.0	8.0	0.0	0.0	8	7	1	1	8	0	0	89.0	9	8	1	8.0	8.0	0.0	8	7	1	1	8	0	0	8	7	1	1	8	0	0	7.0	9	8	1	8	8	0
9406262	9205221.0	55.0	9.0	46.0	172.0	36.0	19.0	24.0	55	9	46	172	36	19	24	1.0	60	55	5	57.0	55.0	2.0	41.0	8.0	33.0	146.0	24.0	17.0	21.0	55	9	46	172	36	19	24	1.0	60	55	5	43.0	41.0	2.0	17.0	4.0	13.0	37.0	5.0	12.0	15.0	55	9	46	172	36	19	24	150.0	60	55	5	19.0	17.0	2.0	55	9	46	172	36	19	24	55	9	46	172	36	19	24	2.0	60	55	5	57	55	2
9406263	9211304.0	21.0	7.0	14.0	40.0	8.0	13.0	39.0	49	15	34	94	33	16	42	1.0	54	49	5	25.0	21.0	4.0	15.0	2.0	13.0	29.0	15.0	0.0	0.0	49	15	34	94	33	16	42	67.0	54	49	5	15.0	15.0	0.0	10.0	2.0	8.0	20.0	10.0	0.0	0.0	49	15	34	94	33	16	42	52.0	54	49	5	10.0	10.0	0.0	24	10	14	40	11	13	39	49	15	34	94	33	16	42	2.0	54	49	5	28	24	4
9406264	9205231.0	5.0	4.0	1.0	2.0	2.0	3.0	5.0	5	4	1	2	2	3	5	6.0	10	5	5	10.0	5.0	5.0	5.0	4.0	1.0	2.0	2.0	3.0	5.0	5	4	1	2	2	3	5	38.0	10	5	5	8.0	5.0	3.0	2.0	2.0	0.0	0.0	0.0	2.0	3.0	5	4	1	2	2	3	5	439.0	10	5	5	5.0	2.0	3.0	5	4	1	2	2	3	5	5	4	1	2	2	3	5	5.0	10	5	5	10	5	5
9406265	9307250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	39.0	1	0	1	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	138.0	1	0	1	1.0	0.0	1.0								0	0	0	0	0	0	0	5098.0	1	0	1				0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1	0	1	1	0	1
9406266	9212215.0	8.0	3.0	5.0	10.0	1.0	7.0	16.0	15	6	9	19	5	10	19	28.0	20	15	5	13.0	8.0	5.0	8.0	3.0	5.0	10.0	1.0	7.0	16.0	15	6	9	19	5	10	19	108.0	20	15	5	13.0	8.0	5.0	7.0	2.0	5.0	10.0	1.0	6.0	6.0	15	6	9	19	5	10	19	144.0	20	15	5	8.0	7.0	1.0	9	3	6	12	2	7	16	15	6	9	19	5	10	19	1.0	20	15	5	14	9	5
9406267	9212250.0	16.0	7.0	9.0	15.0	16.0	0.0	0.0	23	7	16	25	23	0	0	13.0	26	23	3	19.0	16.0	3.0	12.0	5.0	7.0	11.0	12.0	0.0	0.0	23	7	16	25	23	0	0	79.0	26	23	3	13.0	12.0	1.0	6.0	1.0	5.0	9.0	6.0	0.0	0.0	23	7	16	25	23	0	0	974.0	26	23	3	7.0	6.0	1.0	16	7	9	15	16	0	0	23	7	16	25	23	0	0	7.0	26	23	3	19	16	3
9406268	9204228.0	13.0	4.0	9.0	34.0	0.0	13.0	28.0	14	5	9	34	1	13	28	6.0	19	14	5	18.0	13.0	5.0	13.0	4.0	9.0	34.0	0.0	13.0	28.0	14	5	9	34	1	13	28	15.0	19	14	5	18.0	13.0	5.0	9.0	3.0	6.0	17.0	7.0	2.0	2.0	14	5	9	34	1	13	28	134.0	19	14	5	11.0	9.0	2.0	13	4	9	34	0	13	28	14	5	9	34	1	13	28	5.0	19	14	5	18	13	5
9406269		2.0	2.0	0.0	0.0	2.0	0.0	0.0	2	2	0	0	2	0	0	5.0	2	2	0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2	2	0	0	2	0	0	368.0	2	2	0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	2	2	0	0	2	0	0	1556.0	2	2	0	1.0	1.0	0.0	2	2	0	0	2	0	0	2	2	0	0	2	0	0	7.0	2	2	0	2	2	0
9406270	9203203.0	5.0	4.0	1.0	2.0	1.0	4.0	10.0	5	4	1	2	1	4	10	6.0	9	5	4	9.0	5.0	4.0	3.0	2.0	1.0	1.0	0.0	3.0	9.0	5	4	1	2	1	4	10	15.0	9	5	4	7.0	3.0	4.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	5	4	1	2	1	4	10	2528.0	9	5	4	2.0	2.0	0.0	5	4	1	2	1	4	10	5	4	1	2	1	4	10	5.0	9	5	4	9	5	4
9406271	9310210.0	35.0	3.0	32.0	195.0	15.0	20.0	20.0	42	5	37	227	22	20	20	12.0	43	42	1	36.0	35.0	1.0	36.0	3.0	33.0	209.0	16.0	20.0	20.0	42	5	37	227	22	20	20	71.0	43	42	1	37.0	36.0	1.0	34.0	1.0	33.0	206.0	15.0	19.0	19.0	42	5	37	227	22	20	20	65.0	43	42	1	35.0	34.0	1.0	40	4	36	216	20	20	20	42	5	37	227	22	20	20	0.0	43	42	1	41	40	1
9406272	9204207.0	2.0	2.0	0.0	0.0	0.0	2.0	14.0	4	3	1	1	2	2	14	1.0	15	4	11	11.0	2.0	9.0	2.0	2.0	0.0	0.0	0.0	2.0	8.0	4	3	1	1	2	2	14	34.0	15	4	11	6.0	2.0	4.0	2.0	2.0	0.0	0.0	0.0	2.0	6.0	4	3	1	1	2	2	14	586.0	15	4	11	5.0	2.0	3.0	2	2	0	0	0	2	14	4	3	1	1	2	2	14	2.0	15	4	11	12	2	10
9406273		3.0	2.0	1.0	1.0	3.0	0.0	0.0	3	2	1	1	3	0	0	12.0	3	3	0	3.0	3.0	0.0	3.0	2.0	1.0	1.0	3.0	0.0	0.0	3	2	1	1	3	0	0	30.0	3	3	0	3.0	3.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	3	2	1	1	3	0	0	2103.0	3	3	0	1.0	1.0	0.0	3	2	1	1	3	0	0	3	2	1	1	3	0	0	0.0	3	3	0	3	3	0
9406274		18.0	1.0	17.0	41.0	18.0	0.0	0.0	31	4	27	74	31	0	0	5.0	31	31	0	18.0	18.0	0.0	11.0	2.0	9.0	21.0	11.0	0.0	0.0	31	4	27	74	31	0	0	47.0	31	31	0	11.0	11.0	0.0	13.0	1.0	12.0	25.0	13.0	0.0	0.0	31	4	27	74	31	0	0	415.0	31	31	0	13.0	13.0	0.0	18	3	15	36	18	0	0	31	4	27	74	31	0	0	7.0	31	31	0	18	18	0
9406275	9310330.0	11.0	3.0	8.0	20.0	8.0	3.0	3.0	11	3	8	20	8	3	3	13.0	12	11	1	12.0	11.0	1.0	11.0	3.0	8.0	20.0	8.0	3.0	3.0	11	3	8	20	8	3	3	72.0	12	11	1	12.0	11.0	1.0	8.0	2.0	6.0	15.0	8.0	0.0	0.0	11	3	8	20	8	3	3	547.0	12	11	1	8.0	8.0	0.0	10	3	7	19	7	3	3	11	3	8	20	8	3	3	7.0	12	11	1	11	10	1
9406276	9308232.0	6.0	5.0	1.0	1.0	2.0	4.0	4.0	6	5	1	1	2	4	4	6.0	9	6	3	9.0	6.0	3.0	3.0	2.0	1.0	1.0	2.0	1.0	1.0	6	5	1	1	2	4	4	38.0	9	6	3	5.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6	5	1	1	2	4	4	2018.0	9	6	3	2.0	0.0	2.0	6	5	1	1	2	4	4	6	5	1	1	2	4	4	5.0	9	6	3	9	6	3
9406277	9210227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	6.0	6	1	5	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	22.0	6	1	5	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1	0	0	1	0	0	870.0	6	1	5	1.0	0.0	1.0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	5.0	6	1	5	5	0	5
9406279									3	2	1	1	3	0	0	498.0	3	3	0											3	2	1	1	3	0	0	987.0	3	3	0											3	2	1	1	3	0	0	4357.0	3	3	0				3	2	1	1	3	0	0	3	2	1	1	3	0	0	2.0	3	3	0	3	3	0
9406280	9211322.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0.0	16	0	16	16.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	75.0	16	0	16	7.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	321.0	16	0	16	6.0	0.0	6.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0	16	0	16	16	0	16
9406281	9303215.0	6.0	5.0	1.0	1.0	2.0	4.0	6.0	6	5	1	1	2	4	6	12.0	9	6	3	8.0	6.0	2.0	5.0	4.0	1.0	1.0	2.0	3.0	3.0	6	5	1	1	2	4	6	35.0	9	6	3	6.0	5.0	1.0	3.0	3.0	0.0	0.0	0.0	3.0	4.0	6	5	1	1	2	4	6	717.0	9	6	3	5.0	3.0	2.0	6	5	1	1	2	4	6	6	5	1	1	2	4	6	0.0	9	6	3	9	6	3
9406282	9301292.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	0	1	0	0	18.0	2	1	1	2.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	0	1	0	0	378.0	2	1	1	2.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1	1	0	0	1	0	0	2275.0	2	1	1	1.0	1.0	0.0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	13.0	2	1	1	2	1	1
9406283	9206222.0	12.0	7.0	5.0	9.0	8.0	4.0	5.0	17	12	5	9	12	5	6	11.0	20	17	3	15.0	12.0	3.0	7.0	3.0	4.0	8.0	3.0	4.0	5.0	17	12	5	9	12	5	6	13.0	20	17	3	10.0	7.0	3.0	3.0	3.0	0.0	0.0	3.0	0.0	0.0	17	12	5	9	12	5	6	1047.0	20	17	3	3.0	3.0	0.0	13	8	5	9	8	5	6	17	12	5	9	12	5	6	6.0	20	17	3	16	13	3
9406284	9207214.0	4.0	2.0	2.0	2.0	3.0	1.0	4.0	4	2	2	2	3	1	4	1.0	13	4	9	13.0	4.0	9.0	2.0	2.0	0.0	0.0	1.0	1.0	4.0	4	2	2	2	3	1	4	6.0	13	4	9	11.0	2.0	9.0	2.0	1.0	1.0	1.0	2.0	0.0	0.0	4	2	2	2	3	1	4	1222.0	13	4	9	2.0	2.0	0.0	4	2	2	2	3	1	4	4	2	2	2	3	1	4	2.0	13	4	9	13	4	9
9406285	9301236.0	42.0	12.0	30.0	122.0	2.0	40.0	108.0	48	13	35	137	2	46	121	6.0	53	48	5	47.0	42.0	5.0	37.0	11.0	26.0	118.0	2.0	35.0	96.0	48	13	35	137	2	46	121	22.0	53	48	5	42.0	37.0	5.0	19.0	2.0	17.0	84.0	1.0	18.0	52.0	48	13	35	137	2	46	121	30.0	53	48	5	23.0	19.0	4.0	45	13	32	129	2	43	113	48	13	35	137	2	46	121	5.0	53	48	5	50	45	5
9406286	9302244.0	15.0	5.0	10.0	20.0	8.0	7.0	33.0	25	6	19	49	6	19	95	0.0	42	25	17	24.0	15.0	9.0	9.0	3.0	6.0	13.0	1.0	8.0	18.0	25	6	19	49	6	19	95	7.0	42	25	17	17.0	9.0	8.0	5.0	2.0	3.0	6.0	0.0	5.0	33.0	25	6	19	49	6	19	95	94.0	42	25	17	13.0	5.0	8.0	14	4	10	19	8	6	31	25	6	19	49	6	19	95	4.0	42	25	17	23	14	9
9406287	9204229.0	29.0	5.0	24.0	119.0	29.0	0.0	0.0	37	8	29	132	23	14	15	10.0	39	37	2	29.0	29.0	0.0	28.0	3.0	25.0	124.0	28.0	0.0	0.0	37	8	29	132	23	14	15	24.0	39	37	2	28.0	28.0	0.0	10.0	1.0	9.0	30.0	10.0	0.0	0.0	37	8	29	132	23	14	15	307.0	39	37	2	10.0	10.0	0.0	27	3	24	119	27	0	0	37	8	29	132	23	14	15	8.0	39	37	2	27	27	0
9406288	9203201.0	32.0	9.0	23.0	57.0	3.0	29.0	73.0	43	13	30	72	5	38	82	6.0	49	43	6	38.0	32.0	6.0	27.0	7.0	20.0	49.0	3.0	24.0	68.0	43	13	30	72	5	38	82	15.0	49	43	6	33.0	27.0	6.0	13.0	1.0	12.0	30.0	1.0	12.0	37.0	43	13	30	72	5	38	82	7.0	49	43	6	18.0	13.0	5.0	31	8	23	57	3	28	72	43	13	30	72	5	38	82	5.0	49	43	6	37	31	6
9406289	9203201.0	57.0	16.0	41.0	255.0	7.0	50.0	127.0	93	25	68	316	32	61	138	6.0	98	93	5	62.0	57.0	5.0	54.0	13.0	41.0	254.0	6.0	48.0	122.0	93	25	68	316	32	61	138	15.0	98	93	5	59.0	54.0	5.0	34.0	3.0	31.0	219.0	1.0	33.0	95.0	93	25	68	316	32	61	138	7.0	98	93	5	39.0	34.0	5.0	58	16	42	256	8	50	127	93	25	68	316	32	61	138	5.0	98	93	5	63	58	5
9406290	9205238.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1	1	0	0	0	1	1	32.0	6	1	5	4.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1	1	0	0	0	1	1	280.0	6	1	5	3.0	1.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1	1	0	0	0	1	1	1377.0	6	1	5	3.0	1.0	2.0	1	1	0	0	0	1	1	1	1	0	0	0	1	1	0.0	6	1	5	5	1	4
9406292									5	3	2	3	5	0	0	772.0	5	5	0				2.0	1.0	1.0	1.0	2.0	0.0	0.0	5	3	2	3	5	0	0	238.0	5	5	0	2.0	2.0	0.0	2.0	1.0	1.0	1.0	2.0	0.0	0.0	5	3	2	3	5	0	0	1636.0	5	5	0	2.0	2.0	0.0	3	2	1	1	3	0	0	5	3	2	3	5	0	0	2.0	5	5	0	3	3	0
9406294	9203223.0	4.0	2.0	2.0	3.0	0.0	4.0	4.0	6	3	3	4	0	6	6	14.0	8	6	2	5.0	4.0	1.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	6	3	3	4	0	6	6	94.0	8	6	2	3.0	2.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	6	3	3	4	0	6	6	846.0	8	6	2	2.0	2.0	0.0	3	2	1	1	0	3	3	6	3	3	4	0	6	6	0.0	8	6	2	5	3	2
9406295	9209239.0	50.0	10.0	40.0	163.0	12.0	38.0	104.0	54	12	42	165	14	40	106	1.0	64	54	10	60.0	50.0	10.0	44.0	8.0	36.0	151.0	10.0	34.0	95.0	54	12	42	165	14	40	106	29.0	64	54	10	53.0	44.0	9.0	22.0	6.0	16.0	63.0	8.0	14.0	40.0	54	12	42	165	14	40	106	67.0	64	54	10	27.0	22.0	5.0	50	10	40	160	12	38	104	54	12	42	165	14	40	106	2.0	64	54	10	60	50	10
9406296	9205227.0	17.0	7.0	10.0	17.0	6.0	11.0	11.0	34	13	21	46	14	20	22	0.0	37	34	3	20.0	17.0	3.0	5.0	1.0	4.0	8.0	5.0	0.0	0.0	34	13	21	46	14	20	22	128.0	37	34	3	5.0	5.0	0.0	9.0	2.0	7.0	14.0	4.0	5.0	5.0	34	13	21	46	14	20	22	569.0	37	34	3	10.0	9.0	1.0	19	9	10	19	6	13	13	34	13	21	46	14	20	22	4.0	37	34	3	22	19	3
9406297	9203203.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	6.0	3	0	3	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	478.0	3	0	3	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	1891.0	3	0	3	1.0	0.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	3	0	3	3	0	3
9406298		1.0	1.0	0.0	0.0	1.0	0.0	0.0	2	2	0	0	2	0	0	12.0	2	2	0	1.0	1.0	0.0								2	2	0	0	2	0	0	1870.0	2	2	0											2	2	0	0	2	0	0	3072.0	2	2	0				1	1	0	0	1	0	0	2	2	0	0	2	0	0	0.0	2	2	0	1	1	0
9406299	9310229.0	21.0	2.0	19.0	104.0	17.0	4.0	6.0	23	3	20	110	19	4	6	14.0	25	23	2	23.0	21.0	2.0	21.0	2.0	19.0	104.0	17.0	4.0	6.0	23	3	20	110	19	4	6	25.0	25	23	2	23.0	21.0	2.0	20.0	2.0	18.0	100.0	20.0	0.0	0.0	23	3	20	110	19	4	6	154.0	25	23	2	20.0	20.0	0.0	22	3	19	97	22	0	0	23	3	20	110	19	4	6	8.0	25	23	2	22	22	0
9406300	9209239.0	30.0	5.0	25.0	60.0	3.0	27.0	47.0	32	5	27	67	3	29	49	1.0	38	32	6	36.0	30.0	6.0	18.0	6.0	12.0	28.0	3.0	15.0	33.0	32	5	27	67	3	29	49	29.0	38	32	6	22.0	18.0	4.0	11.0	1.0	10.0	26.0	1.0	10.0	10.0	32	5	27	67	3	29	49	270.0	38	32	6	12.0	11.0	1.0	31	5	26	64	3	28	48	32	5	27	67	3	29	49	2.0	38	32	6	37	31	6
9406301	9203201.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2	2	0	0	1	1	1	6.0	7	2	5	6.0	1.0	5.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2	2	0	0	1	1	1	15.0	7	2	5	6.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2	0	0	1	1	1	995.0	7	2	5	1.0	0.0	1.0	1	1	0	0	0	1	1	2	2	0	0	1	1	1	5.0	7	2	5	6	1	5
9406302	9203216.0	22.0	11.0	11.0	18.0	17.0	5.0	6.0	32	16	16	26	20	12	33	1.0	53	32	21	31.0	22.0	9.0	14.0	6.0	8.0	12.0	13.0	1.0	1.0	32	16	16	26	20	12	33	7.0	53	32	21	16.0	14.0	2.0	2.0	2.0	0.0	0.0	0.0	2.0	12.0	32	16	16	26	20	12	33	94.0	53	32	21	11.0	2.0	9.0	22	11	11	18	17	5	6	32	16	16	26	20	12	33	2.0	53	32	21	31	22	9
9406303	9206218.0	28.0	6.0	22.0	77.0	1.0	27.0	60.0	31	6	25	86	1	30	64	0.0	40	31	9	37.0	28.0	9.0	19.0	2.0	17.0	63.0	0.0	19.0	38.0	31	6	25	86	1	30	64	69.0	40	31	9	22.0	19.0	3.0	19.0	2.0	17.0	61.0	0.0	19.0	31.0	31	6	25	86	1	30	64	59.0	40	31	9	21.0	19.0	2.0	26	5	21	73	1	25	56	31	6	25	86	1	30	64	4.0	40	31	9	35	26	9
9406304	9206214.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	6.0	2	0	2	2.0	0.0	2.0								0	0	0	0	0	0	0	1466.0	2	0	2											0	0	0	0	0	0	0	3248.0	2	0	2				0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0	2	0	2	2	0	2
9406305	9307278.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	2	2	0	0	0	2	2	27.0	3	2	1	2.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2	2	0	0	0	2	2	159.0	3	2	1	3.0	2.0	1.0	2.0	2.0	0.0	0.0	0.0	2.0	2.0	2	2	0	0	0	2	2	1341.0	3	2	1	3.0	2.0	1.0	2	2	0	0	0	2	2	2	2	0	0	0	2	2	3.0	3	2	1	3	2	1
9406306	9206205.0	4.0	1.0	3.0	3.0	0.0	4.0	7.0	7	2	5	6	0	7	16	9.0	11	7	4	7.0	4.0	3.0	5.0	2.0	3.0	3.0	0.0	5.0	10.0	7	2	5	6	0	7	16	48.0	11	7	4	9.0	5.0	4.0	3.0	1.0	2.0	3.0	0.0	3.0	4.0	7	2	5	6	0	7	16	527.0	11	7	4	5.0	3.0	2.0	4	2	2	3	0	4	10	7	2	5	6	0	7	16	2.0	11	7	4	8	4	4
9406307	9212248.0	1.0	1.0	0.0	0.0	0.0	1.0	2.0	1	1	0	0	0	1	2	6.0	3	1	2	3.0	1.0	2.0								1	1	0	0	0	1	2	1306.0	3	1	2											1	1	0	0	0	1	2	3560.0	3	1	2				1	1	0	0	0	1	2	1	1	0	0	0	1	2	5.0	3	1	2	3	1	2
